"movieId","title","genres","year","title_clean"
1610,"Hunt for Red October, The (1990)","Action|Adventure|Thriller",NA,"Hunt for Red October, The"
1614,"In & Out (1997)","Comedy",NA,"In & Out"
1615,"Edge, The (1997)","Adventure|Drama",NA,"Edge, The"
1616,"Peacemaker, The (1997)","Action|Thriller|War",NA,"Peacemaker, The"
1617,"L.A. Confidential (1997)","Crime|Film-Noir|Mystery|Thriller",NA,"L.A. Confidential"
1619,"Seven Years in Tibet (1997)","Adventure|Drama|War",NA,"Seven Years in Tibet"
1620,"Kiss the Girls (1997)","Crime|Drama|Mystery|Thriller",NA,"Kiss the Girls"
1625,"Game, The (1997)","Drama|Mystery|Thriller",NA,"Game, The"
1635,"Ice Storm, The (1997)","Drama",NA,"Ice Storm, The"
1639,"Chasing Amy (1997)","Comedy|Drama|Romance",NA,"Chasing Amy"
1641,"Full Monty, The (1997)","Comedy|Drama",NA,"Full Monty, The"
1644,"I Know What You Did Last Summer (1997)","Horror|Mystery|Thriller",NA,"I Know What You Did Last Summer"
1645,"The Devil's Advocate (1997)","Drama|Mystery|Thriller",NA,"The Devil's Advocate"
1653,"Gattaca (1997)","Drama|Sci-Fi|Thriller",NA,"Gattaca"
1663,"Stripes (1981)","Comedy|War",NA,"Stripes"
1665,"Bean (1997)","Comedy",NA,"Bean"
1672,"Rainmaker, The (1997)","Drama",NA,"Rainmaker, The"
1673,"Boogie Nights (1997)","Drama",NA,"Boogie Nights"
1674,"Witness (1985)","Drama|Romance|Thriller",NA,"Witness"
1676,"Starship Troopers (1997)","Action|Sci-Fi",NA,"Starship Troopers"
1678,"Joy Luck Club, The (1993)","Drama|Romance",NA,"Joy Luck Club, The"
1680,"Sliding Doors (1998)","Drama|Romance",NA,"Sliding Doors"
1682,"Truman Show, The (1998)","Comedy|Drama|Sci-Fi",NA,"Truman Show, The"
1687,"Jackal, The (1997)","Action|Thriller",NA,"Jackal, The"
1688,"Anastasia (1997)","Adventure|Animation|Children|Drama|Musical",NA,"Anastasia"
1690,"Alien: Resurrection (1997)","Action|Horror|Sci-Fi",NA,"Alien: Resurrection"
1693,"Amistad (1997)","Drama|Mystery",NA,"Amistad"
1702,"Flubber (1997)","Children|Comedy|Fantasy",NA,"Flubber"
1704,"Good Will Hunting (1997)","Drama|Romance",NA,"Good Will Hunting"
1711,"Midnight in the Garden of Good and Evil (1997)","Crime|Drama|Mystery",NA,"Midnight in the Garden of Good and Evil"
1717,"Scream 2 (1997)","Comedy|Horror|Mystery|Thriller",NA,"Scream 2"
1719,"Sweet Hereafter, The (1997)","Drama",NA,"Sweet Hereafter, The"
1721,"Titanic (1997)","Drama|Romance",NA,"Titanic"
1722,"Tomorrow Never Dies (1997)","Action|Adventure|Thriller",NA,"Tomorrow Never Dies"
1726,"Postman, The (1997)","Action|Adventure|Drama|Sci-Fi",NA,"Postman, The"
1729,"Jackie Brown (1997)","Crime|Drama|Thriller",NA,"Jackie Brown"
1732,"Big Lebowski, The (1998)","Comedy|Crime",NA,"Big Lebowski, The"
1735,"Great Expectations (1998)","Drama|Romance",NA,"Great Expectations"
1747,"Wag the Dog (1997)","Comedy",NA,"Wag the Dog"
1748,"Dark City (1998)","Adventure|Film-Noir|Sci-Fi|Thriller",NA,"Dark City"
1753,"Half Baked (1998)","Comedy",NA,"Half Baked"
1754,"Fallen (1998)","Crime|Drama|Fantasy|Thriller",NA,"Fallen"
1760,"Spice World (1997)","Comedy",NA,"Spice World"
1769,"Replacement Killers, The (1998)","Action|Crime|Thriller",NA,"Replacement Killers, The"
1772,"Blues Brothers 2000 (1998)","Action|Comedy|Musical",NA,"Blues Brothers 2000"
1777,"Wedding Singer, The (1998)","Comedy|Romance",NA,"Wedding Singer, The"
1779,"Sphere (1998)","Sci-Fi|Thriller",NA,"Sphere"
1784,"As Good as It Gets (1997)","Comedy|Drama|Romance",NA,"As Good as It Gets"
1792,"U.S. Marshals (1998)","Action|Crime|Thriller",NA,"U.S. Marshals"
1799,"Suicide Kings (1997)","Comedy|Crime|Drama|Mystery|Thriller",NA,"Suicide Kings"
1801,"Man in the Iron Mask, The (1998)","Action|Adventure|Drama",NA,"Man in the Iron Mask, The"
1805,"Wild Things (1998)","Crime|Drama|Mystery|Thriller",NA,"Wild Things"
1810,"Primary Colors (1998)","Comedy|Drama",NA,"Primary Colors"
1831,"Lost in Space (1998)","Action|Adventure|Sci-Fi",NA,"Lost in Space"
1833,"Mercury Rising (1998)","Action|Drama|Thriller",NA,"Mercury Rising"
1834,"Spanish Prisoner, The (1997)","Crime|Drama|Mystery|Thriller",NA,"Spanish Prisoner, The"
1835,"City of Angels (1998)","Drama|Fantasy|Romance",NA,"City of Angels"
1845,"Zero Effect (1998)","Comedy|Mystery|Thriller",NA,"Zero Effect"
1848,"Borrowers, The (1997)","Adventure|Children|Comedy|Fantasy",NA,"Borrowers, The"
1873,"Misérables, Les (1998)","Crime|Drama|Romance|War",NA,"Misérables, Les"
1876,"Deep Impact (1998)","Drama|Sci-Fi|Thriller",NA,"Deep Impact"
1882,"Godzilla (1998)","Action|Sci-Fi|Thriller",NA,"Godzilla"
1883,"Bulworth (1998)","Comedy|Drama|Romance",NA,"Bulworth"
1884,"Fear and Loathing in Las Vegas (1998)","Adventure|Comedy|Drama",NA,"Fear and Loathing in Las Vegas"
1885,"Opposite of Sex, The (1998)","Comedy|Drama|Romance",NA,"Opposite of Sex, The"
1892,"Perfect Murder, A (1998)","Thriller",NA,"Perfect Murder, A"
1894,"Six Days Seven Nights (1998)","Adventure|Comedy|Romance",NA,"Six Days Seven Nights"
1895,"Can't Hardly Wait (1998)","Comedy|Drama|Romance",NA,"Can't Hardly Wait"
1907,"Mulan (1998)","Adventure|Animation|Children|Comedy|Drama|Musical|Romance",NA,"Mulan"
1909,"X-Files: Fight the Future, The (1998)","Action|Crime|Mystery|Sci-Fi|Thriller",NA,"X-Files: Fight the Future, The"
1911,"Dr. Dolittle (1998)","Comedy",NA,"Dr. Dolittle"
1912,"Out of Sight (1998)","Comedy|Crime|Drama|Romance|Thriller",NA,"Out of Sight"
1916,"Buffalo '66 (a.k.a. Buffalo 66) (1998)","Drama|Romance",NA,"Buffalo '66 (a.k.a. Buffalo 66)"
1917,"Armageddon (1998)","Action|Romance|Sci-Fi|Thriller",NA,"Armageddon"
1918,"Lethal Weapon 4 (1998)","Action|Comedy|Crime|Thriller",NA,"Lethal Weapon 4"
1920,"Small Soldiers (1998)","Animation|Children|Fantasy|War",NA,"Small Soldiers"
1921,"Pi (1998)","Drama|Sci-Fi|Thriller",NA,"Pi"
1923,"There's Something About Mary (1998)","Comedy|Romance",NA,"There's Something About Mary"
1927,"All Quiet on the Western Front (1930)","Action|Drama|War",NA,"All Quiet on the Western Front"
1944,"From Here to Eternity (1953)","Drama|Romance|War",NA,"From Here to Eternity"
1945,"On the Waterfront (1954)","Crime|Drama",NA,"On the Waterfront"
1947,"West Side Story (1961)","Drama|Musical|Romance",NA,"West Side Story"
1950,"In the Heat of the Night (1967)","Drama|Mystery",NA,"In the Heat of the Night"
1952,"Midnight Cowboy (1969)","Drama",NA,"Midnight Cowboy"
1953,"French Connection, The (1971)","Action|Crime|Thriller",NA,"French Connection, The"
1954,"Rocky (1976)","Drama",NA,"Rocky"
1955,"Kramer vs. Kramer (1979)","Drama",NA,"Kramer vs. Kramer"
1956,"Ordinary People (1980)","Drama",NA,"Ordinary People"
1957,"Chariots of Fire (1981)","Drama",NA,"Chariots of Fire"
1958,"Terms of Endearment (1983)","Comedy|Drama",NA,"Terms of Endearment"
1959,"Out of Africa (1985)","Drama|Romance",NA,"Out of Africa"
1960,"Last Emperor, The (1987)","Drama",NA,"Last Emperor, The"
1961,"Rain Man (1988)","Drama",NA,"Rain Man"
1962,"Driving Miss Daisy (1989)","Drama",NA,"Driving Miss Daisy"
1963,"Take the Money and Run (1969)","Comedy|Crime",NA,"Take the Money and Run"
1965,"Repo Man (1984)","Comedy|Sci-Fi",NA,"Repo Man"
1967,"Labyrinth (1986)","Adventure|Fantasy|Musical",NA,"Labyrinth"
1968,"Breakfast Club, The (1985)","Comedy|Drama",NA,"Breakfast Club, The"
1969,"Nightmare on Elm Street 2: Freddy's Revenge, A (1985)","Horror",NA,"Nightmare on Elm Street 2: Freddy's Revenge, A"
1970,"Nightmare on Elm Street 3: Dream Warriors, A (1987)","Horror|Thriller",NA,"Nightmare on Elm Street 3: Dream Warriors, A"
1974,"Friday the 13th (1980)","Horror|Mystery|Thriller",NA,"Friday the 13th"
1982,"Halloween (1978)","Horror",NA,"Halloween"
1991,"Child's Play (1988)","Horror|Thriller",NA,"Child's Play"
1994,"Poltergeist (1982)","Horror|Thriller",NA,"Poltergeist"
1997,"Exorcist, The (1973)","Horror|Mystery",NA,"Exorcist, The"
2000,"Lethal Weapon (1987)","Action|Comedy|Crime|Drama",NA,"Lethal Weapon"
2001,"Lethal Weapon 2 (1989)","Action|Comedy|Crime|Drama",NA,"Lethal Weapon 2"
2002,"Lethal Weapon 3 (1992)","Action|Comedy|Crime|Drama",NA,"Lethal Weapon 3"
2003,"Gremlins (1984)","Comedy|Horror",NA,"Gremlins"
2004,"Gremlins 2: The New Batch (1990)","Comedy|Horror",NA,"Gremlins 2: The New Batch"
2005,"Goonies, The (1985)","Action|Adventure|Children|Comedy|Fantasy",NA,"Goonies, The"
2006,"Mask of Zorro, The (1998)","Action|Comedy|Romance",NA,"Mask of Zorro, The"
2009,"Soylent Green (1973)","Drama|Mystery|Sci-Fi|Thriller",NA,"Soylent Green"
2010,"Metropolis (1927)","Drama|Sci-Fi",NA,"Metropolis"
2011,"Back to the Future Part II (1989)","Adventure|Comedy|Sci-Fi",NA,"Back to the Future Part II"
2012,"Back to the Future Part III (1990)","Adventure|Comedy|Sci-Fi|Western",NA,"Back to the Future Part III"
2013,"Poseidon Adventure, The (1972)","Action|Adventure|Drama",NA,"Poseidon Adventure, The"
2018,"Bambi (1942)","Animation|Children|Drama",NA,"Bambi"
2019,"Seven Samurai (Shichinin no samurai) (1954)","Action|Adventure|Drama",NA,"Seven Samurai (Shichinin no samurai)"
2020,"Dangerous Liaisons (1988)","Drama|Romance",NA,"Dangerous Liaisons"
2021,"Dune (1984)","Adventure|Sci-Fi",NA,"Dune"
2023,"Godfather: Part III, The (1990)","Crime|Drama|Mystery|Thriller",NA,"Godfather: Part III, The"
2028,"Saving Private Ryan (1998)","Action|Drama|War",NA,"Saving Private Ryan"
2046,"Flight of the Navigator (1986)","Adventure|Children|Sci-Fi",NA,"Flight of the Navigator"
2052,"Hocus Pocus (1993)","Children|Comedy|Fantasy|Horror",NA,"Hocus Pocus"
2053,"Honey, I Blew Up the Kid (1992)","Children|Comedy|Sci-Fi",NA,"Honey, I Blew Up the Kid"
2054,"Honey, I Shrunk the Kids (1989)","Adventure|Children|Comedy|Fantasy|Sci-Fi",NA,"Honey, I Shrunk the Kids"
2058,"Negotiator, The (1998)","Action|Crime|Drama|Mystery|Thriller",NA,"Negotiator, The"
2059,"Parent Trap, The (1998)","Children|Comedy|Romance",NA,"Parent Trap, The"
2060,"BASEketball (1998)","Comedy",NA,"BASEketball"
2064,"Roger & Me (1989)","Documentary",NA,"Roger & Me"
2065,"Purple Rose of Cairo, The (1985)","Comedy|Drama|Fantasy|Romance",NA,"Purple Rose of Cairo, The"
2067,"Doctor Zhivago (1965)","Drama|Romance|War",NA,"Doctor Zhivago"
2072,"'burbs, The (1989)","Comedy",NA,"'burbs, The"
2076,"Blue Velvet (1986)","Drama|Mystery|Thriller",NA,"Blue Velvet"
2078,"Jungle Book, The (1967)","Animation|Children|Comedy|Musical",NA,"Jungle Book, The"
2080,"Lady and the Tramp (1955)","Animation|Children|Comedy|Romance",NA,"Lady and the Tramp"
2081,"Little Mermaid, The (1989)","Animation|Children|Comedy|Musical|Romance",NA,"Little Mermaid, The"
2082,"Mighty Ducks, The (1992)","Children|Comedy",NA,"Mighty Ducks, The"
2083,"Muppet Christmas Carol, The (1992)","Children|Comedy|Musical",NA,"Muppet Christmas Carol, The"
2085,"101 Dalmatians (One Hundred and One Dalmatians) (1961)","Adventure|Animation|Children",NA,"101 Dalmatians (One Hundred and One Dalmatians)"
2087,"Peter Pan (1953)","Animation|Children|Fantasy|Musical",NA,"Peter Pan"
2088,"Popeye (1980)","Adventure|Comedy|Musical",NA,"Popeye"
2089,"Rescuers Down Under, The (1990)","Adventure|Animation|Children",NA,"Rescuers Down Under, The"
2090,"Rescuers, The (1977)","Adventure|Animation|Children|Crime|Drama",NA,"Rescuers, The"
2094,"Rocketeer, The (1991)","Action|Adventure|Sci-Fi",NA,"Rocketeer, The"
2096,"Sleeping Beauty (1959)","Animation|Children|Musical",NA,"Sleeping Beauty"
2097,"Something Wicked This Way Comes (1983)","Children|Drama|Fantasy|Mystery|Thriller",NA,"Something Wicked This Way Comes"
2100,"Splash (1984)","Comedy|Fantasy|Romance",NA,"Splash"
2105,"Tron (1982)","Action|Adventure|Sci-Fi",NA,"Tron"
2108,"L.A. Story (1991)","Comedy|Romance",NA,"L.A. Story"
2109,"Jerk, The (1979)","Comedy",NA,"Jerk, The"
2110,"Dead Men Don't Wear Plaid (1982)","Comedy|Crime|Thriller",NA,"Dead Men Don't Wear Plaid"
2111,"Man with Two Brains, The (1983)","Comedy",NA,"Man with Two Brains, The"
2114,"Outsiders, The (1983)","Drama",NA,"Outsiders, The"
2115,"Indiana Jones and the Temple of Doom (1984)","Action|Adventure|Fantasy",NA,"Indiana Jones and the Temple of Doom"
2116,"Lord of the Rings, The (1978)","Adventure|Animation|Children|Fantasy",NA,"Lord of the Rings, The"
2117,"1984 (Nineteen Eighty-Four) (1984)","Drama|Sci-Fi",NA,"1984 (Nineteen Eighty-Four)"
2118,"Dead Zone, The (1983)","Thriller",NA,"Dead Zone, The"
2122,"Children of the Corn (1984)","Horror|Thriller",NA,"Children of the Corn"
2123,"All Dogs Go to Heaven (1989)","Animation|Children|Comedy|Drama|Fantasy",NA,"All Dogs Go to Heaven"
2124,"Addams Family, The (1991)","Children|Comedy|Fantasy",NA,"Addams Family, The"
2125,"Ever After: A Cinderella Story (1998)","Comedy|Drama|Romance",NA,"Ever After: A Cinderella Story"
2126,"Snake Eyes (1998)","Action|Crime|Mystery|Thriller",NA,"Snake Eyes"
2133,"Adventures in Babysitting (1987)","Adventure|Comedy",NA,"Adventures in Babysitting"
2134,"Weird Science (1985)","Comedy|Fantasy|Sci-Fi",NA,"Weird Science"
2135,"Doctor Dolittle (1967)","Adventure|Children|Musical",NA,"Doctor Dolittle"
2136,"Nutty Professor, The (1963)","Comedy|Sci-Fi",NA,"Nutty Professor, The"
2137,"Charlotte's Web (1973)","Animation|Children",NA,"Charlotte's Web"
2138,"Watership Down (1978)","Adventure|Animation|Children|Drama|Fantasy",NA,"Watership Down"
2139,"Secret of NIMH, The (1982)","Adventure|Animation|Children|Drama",NA,"Secret of NIMH, The"
2140,"Dark Crystal, The (1982)","Adventure|Fantasy",NA,"Dark Crystal, The"
2141,"American Tail, An (1986)","Adventure|Animation|Children|Comedy",NA,"American Tail, An"
2142,"American Tail: Fievel Goes West, An (1991)","Adventure|Animation|Children|Musical|Western",NA,"American Tail: Fievel Goes West, An"
2143,"Legend (1985)","Adventure|Fantasy|Romance",NA,"Legend"
2144,"Sixteen Candles (1984)","Comedy|Romance",NA,"Sixteen Candles"
2145,"Pretty in Pink (1986)","Comedy|Drama|Romance",NA,"Pretty in Pink"
2146,"St. Elmo's Fire (1985)","Drama|Romance",NA,"St. Elmo's Fire"
2150,"Gods Must Be Crazy, The (1980)","Adventure|Comedy",NA,"Gods Must Be Crazy, The"
2153,"Avengers, The (1998)","Action|Adventure",NA,"Avengers, The"
2160,"Rosemary's Baby (1968)","Drama|Horror|Thriller",NA,"Rosemary's Baby"
2161,"NeverEnding Story, The (1984)","Adventure|Children|Fantasy",NA,"NeverEnding Story, The"
2167,"Blade (1998)","Action|Horror|Thriller",NA,"Blade"
2174,"Beetlejuice (1988)","Comedy|Fantasy",NA,"Beetlejuice"
2176,"Rope (1948)","Crime|Drama|Thriller",NA,"Rope"
2186,"Strangers on a Train (1951)","Crime|Drama|Film-Noir|Thriller",NA,"Strangers on a Train"
2193,"Willow (1988)","Action|Adventure|Fantasy",NA,"Willow"
2194,"Untouchables, The (1987)","Action|Crime|Drama",NA,"Untouchables, The"
2231,"Rounders (1998)","Drama",NA,"Rounders"
2232,"Cube (1997)","Horror|Mystery|Sci-Fi|Thriller",NA,"Cube"
2243,"Broadcast News (1987)","Comedy|Drama|Romance",NA,"Broadcast News"
2245,"Working Girl (1988)","Comedy|Drama|Romance",NA,"Working Girl"
2247,"Married to the Mob (1988)","Comedy",NA,"Married to the Mob"
2248,"Say Anything... (1989)","Comedy|Drama|Romance",NA,"Say Anything..."
2249,"My Blue Heaven (1990)","Comedy",NA,"My Blue Heaven"
2253,"Toys (1992)","Comedy|Fantasy",NA,"Toys"
2268,"Few Good Men, A (1992)","Crime|Drama|Thriller",NA,"Few Good Men, A"
2273,"Rush Hour (1998)","Action|Comedy|Crime|Thriller",NA,"Rush Hour"
2278,"Ronin (1998)","Action|Crime|Thriller",NA,"Ronin"
2279,"Urban Legend (1998)","Horror|Thriller",NA,"Urban Legend"
2288,"Thing, The (1982)","Action|Horror|Sci-Fi|Thriller",NA,"Thing, The"
2289,"Player, The (1992)","Comedy|Crime|Drama",NA,"Player, The"
2291,"Edward Scissorhands (1990)","Drama|Fantasy|Romance",NA,"Edward Scissorhands"
2294,"Antz (1998)","Adventure|Animation|Children|Comedy|Fantasy",NA,"Antz"
2296,"Night at the Roxbury, A (1998)","Comedy",NA,"Night at the Roxbury, A"
2297,"What Dreams May Come (1998)","Adventure|Drama|Fantasy|Romance",NA,"What Dreams May Come"
2300,"Producers, The (1968)","Comedy",NA,"Producers, The"
2301,"History of the World: Part I (1981)","Comedy|Musical",NA,"History of the World: Part I"
2302,"My Cousin Vinny (1992)","Comedy",NA,"My Cousin Vinny"
2311,"2010: The Year We Make Contact (1984)","Sci-Fi",NA,"2010: The Year We Make Contact"
2312,"Children of a Lesser God (1986)","Drama",NA,"Children of a Lesser God"
2313,"Elephant Man, The (1980)","Drama",NA,"Elephant Man, The"
2318,"Happiness (1998)","Comedy|Drama",NA,"Happiness"
2321,"Pleasantville (1998)","Comedy|Drama|Fantasy",NA,"Pleasantville"
2324,"Life Is Beautiful (La Vita è bella) (1997)","Comedy|Drama|Romance|War",NA,"Life Is Beautiful (La Vita è bella)"
2325,"Orgazmo (1997)","Comedy",NA,"Orgazmo"
2329,"American History X (1998)","Crime|Drama",NA,"American History X"
2334,"Siege, The (1998)","Action|Thriller",NA,"Siege, The"
2335,"Waterboy, The (1998)","Comedy",NA,"Waterboy, The"
2336,"Elizabeth (1998)","Drama",NA,"Elizabeth"
2338,"I Still Know What You Did Last Summer (1998)","Horror|Mystery|Thriller",NA,"I Still Know What You Did Last Summer"
2340,"Meet Joe Black (1998)","Romance",NA,"Meet Joe Black"
2346,"Stepford Wives, The (1975)","Mystery|Sci-Fi|Thriller",NA,"Stepford Wives, The"
2352,"Big Chill, The (1983)","Comedy|Drama",NA,"Big Chill, The"
2353,"Enemy of the State (1998)","Action|Thriller",NA,"Enemy of the State"
2355,"Bug's Life, A (1998)","Adventure|Animation|Children|Comedy",NA,"Bug's Life, A"
2359,"Waking Ned Devine (a.k.a. Waking Ned) (1998)","Comedy",NA,"Waking Ned Devine (a.k.a. Waking Ned)"
2360,"Celebration, The (Festen) (1998)","Drama",NA,"Celebration, The (Festen)"
2361,"Pink Flamingos (1972)","Comedy",NA,"Pink Flamingos"
2366,"King Kong (1933)","Action|Adventure|Fantasy|Horror",NA,"King Kong"
2367,"King Kong (1976)","Adventure|Fantasy|Romance|Sci-Fi|Thriller",NA,"King Kong"
2369,"Desperately Seeking Susan (1985)","Comedy|Drama|Romance",NA,"Desperately Seeking Susan"
2371,"Fletch (1985)","Comedy|Crime|Mystery",NA,"Fletch"
2375,"Money Pit, The (1986)","Comedy",NA,"Money Pit, The"
2376,"View to a Kill, A (1985)","Action|Adventure|Thriller",NA,"View to a Kill, A"
2378,"Police Academy (1984)","Comedy|Crime",NA,"Police Academy"
2379,"Police Academy 2: Their First Assignment (1985)","Comedy|Crime",NA,"Police Academy 2: Their First Assignment"
2380,"Police Academy 3: Back in Training (1986)","Comedy|Crime",NA,"Police Academy 3: Back in Training"
2384,"Babe: Pig in the City (1998)","Adventure|Children|Drama",NA,"Babe: Pig in the City"
2387,"Very Bad Things (1998)","Comedy|Crime",NA,"Very Bad Things"
2391,"Simple Plan, A (1998)","Crime|Drama|Thriller",NA,"Simple Plan, A"
2393,"Star Trek: Insurrection (1998)","Action|Drama|Romance|Sci-Fi",NA,"Star Trek: Insurrection"
2394,"Prince of Egypt, The (1998)","Animation|Musical",NA,"Prince of Egypt, The"
2395,"Rushmore (1998)","Comedy|Drama",NA,"Rushmore"
2396,"Shakespeare in Love (1998)","Comedy|Drama|Romance",NA,"Shakespeare in Love"
2398,"Miracle on 34th Street (1947)","Comedy|Drama",NA,"Miracle on 34th Street"
2402,"Rambo: First Blood Part II (1985)","Action|Adventure|Thriller",NA,"Rambo: First Blood Part II"
2403,"First Blood (Rambo: First Blood) (1982)","Action|Adventure|Drama|Thriller",NA,"First Blood (Rambo: First Blood)"
2404,"Rambo III (1988)","Action|Adventure|Thriller|War",NA,"Rambo III"
2405,"Jewel of the Nile, The (1985)","Action|Adventure|Comedy|Romance",NA,"Jewel of the Nile, The"
2406,"Romancing the Stone (1984)","Action|Adventure|Comedy|Romance",NA,"Romancing the Stone"
2407,"Cocoon (1985)","Comedy|Sci-Fi",NA,"Cocoon"
2409,"Rocky II (1979)","Action|Drama",NA,"Rocky II"
2410,"Rocky III (1982)","Action|Drama",NA,"Rocky III"
2411,"Rocky IV (1985)","Action|Drama",NA,"Rocky IV"
2412,"Rocky V (1990)","Action|Drama",NA,"Rocky V"
2413,"Clue (1985)","Comedy|Crime|Mystery|Thriller",NA,"Clue"
2414,"Young Sherlock Holmes (1985)","Action|Adventure|Children|Fantasy|Mystery|Thriller",NA,"Young Sherlock Holmes"
2416,"Back to School (1986)","Comedy",NA,"Back to School"
2420,"Karate Kid, The (1984)","Drama",NA,"Karate Kid, The"
2421,"Karate Kid, Part II, The (1986)","Action|Adventure|Drama",NA,"Karate Kid, Part II, The"
2422,"Karate Kid, Part III, The (1989)","Action|Adventure|Children|Drama",NA,"Karate Kid, Part III, The"
2423,"Christmas Vacation (National Lampoon's Christmas Vacation) (1989)","Comedy",NA,"Christmas Vacation (National Lampoon's Christmas Vacation)"
2424,"You've Got Mail (1998)","Comedy|Romance",NA,"You've Got Mail"
2427,"Thin Red Line, The (1998)","Action|Drama|War",NA,"Thin Red Line, The"
2428,"Faculty, The (1998)","Horror|Sci-Fi",NA,"Faculty, The"
2431,"Patch Adams (1998)","Comedy|Drama",NA,"Patch Adams"
2433,"Civil Action, A (1998)","Drama",NA,"Civil Action, A"
2447,"Varsity Blues (1999)","Comedy|Drama",NA,"Varsity Blues"
2450,"Howard the Duck (1986)","Adventure|Comedy|Sci-Fi",NA,"Howard the Duck"
2454,"Fly, The (1958)","Horror|Mystery|Sci-Fi",NA,"Fly, The"
2455,"Fly, The (1986)","Drama|Horror|Sci-Fi|Thriller",NA,"Fly, The"
2459,"Texas Chainsaw Massacre, The (1974)","Horror",NA,"Texas Chainsaw Massacre, The"
2463,"Ruthless People (1986)","Comedy",NA,"Ruthless People"
2467,"Name of the Rose, The (Name der Rose, Der) (1986)","Crime|Drama|Mystery|Thriller",NA,"Name of the Rose, The (Name der Rose, Der)"
2468,"Jumpin' Jack Flash (1986)","Action|Comedy|Romance|Thriller",NA,"Jumpin' Jack Flash"
2470,"Crocodile Dundee (1986)","Adventure|Comedy",NA,"Crocodile Dundee"
2471,"Crocodile Dundee II (1988)","Action|Adventure|Comedy",NA,"Crocodile Dundee II"
2474,"Color of Money, The (1986)","Drama",NA,"Color of Money, The"
2476,"Heartbreak Ridge (1986)","Action|War",NA,"Heartbreak Ridge"
2478,"¡Three Amigos! (1986)","Comedy|Western",NA,"¡Three Amigos!"
2485,"She's All That (1999)","Comedy|Romance",NA,"She's All That"
2490,"Payback (1999)","Action|Thriller",NA,"Payback"
2496,"Blast from the Past (1999)","Comedy|Romance",NA,"Blast from the Past"
2501,"October Sky (1999)","Drama",NA,"October Sky"
2502,"Office Space (1999)","Comedy|Crime",NA,"Office Space"
2505,"8MM (1999)","Drama|Mystery|Thriller",NA,"8MM"
2513,"Pet Sematary (1989)","Horror",NA,"Pet Sematary"
2517,"Christine (1983)","Horror",NA,"Christine"
2518,"Night Shift (1982)","Comedy",NA,"Night Shift"
2527,"Westworld (1973)","Action|Sci-Fi|Thriller|Western",NA,"Westworld"
2528,"Logan's Run (1976)","Action|Adventure|Sci-Fi",NA,"Logan's Run"
2529,"Planet of the Apes (1968)","Action|Drama|Sci-Fi",NA,"Planet of the Apes"
2530,"Beneath the Planet of the Apes (1970)","Action|Sci-Fi",NA,"Beneath the Planet of the Apes"
2532,"Conquest of the Planet of the Apes (1972)","Action|Sci-Fi",NA,"Conquest of the Planet of the Apes"
2533,"Escape from the Planet of the Apes (1971)","Action|Sci-Fi",NA,"Escape from the Planet of the Apes"
2539,"Analyze This (1999)","Comedy",NA,"Analyze This"
2541,"Cruel Intentions (1999)","Drama",NA,"Cruel Intentions"
2542,"Lock, Stock & Two Smoking Barrels (1998)","Comedy|Crime|Thriller",NA,"Lock, Stock & Two Smoking Barrels"
2565,"King and I, The (1956)","Drama|Musical|Romance",NA,"King and I, The"
2567,"EDtv (1999)","Comedy",NA,"EDtv"
2571,"Matrix, The (1999)","Action|Sci-Fi|Thriller",NA,"Matrix, The"
2572,"10 Things I Hate About You (1999)","Comedy|Romance",NA,"10 Things I Hate About You"
2580,"Go (1999)","Comedy|Crime",NA,"Go"
2581,"Never Been Kissed (1999)","Comedy|Romance",NA,"Never Been Kissed"
2583,"Cookie's Fortune (1999)","Comedy|Drama",NA,"Cookie's Fortune"
2594,"Open Your Eyes (Abre los ojos) (1997)","Drama|Romance|Sci-Fi|Thriller",NA,"Open Your Eyes (Abre los ojos)"
2596,"SLC Punk! (1998)","Comedy|Drama",NA,"SLC Punk!"
2598,"Pushing Tin (1999)","Comedy",NA,"Pushing Tin"
2599,"Election (1999)","Comedy",NA,"Election"
2600,"eXistenZ (1999)","Action|Sci-Fi|Thriller",NA,"eXistenZ"
2605,"Entrapment (1999)","Crime|Thriller",NA,"Entrapment"
2606,"Idle Hands (1999)","Comedy|Horror",NA,"Idle Hands"
2616,"Dick Tracy (1990)","Action|Crime",NA,"Dick Tracy"
2617,"Mummy, The (1999)","Action|Adventure|Comedy|Fantasy|Horror|Thriller",NA,"Mummy, The"
2622,"William Shakespeare's A Midsummer Night's Dream (1999)","Comedy|Fantasy",NA,"William Shakespeare's A Midsummer Night's Dream"
2628,"Star Wars: Episode I - The Phantom Menace (1999)","Action|Adventure|Sci-Fi",NA,"Star Wars: Episode I - The Phantom Menace"
2640,"Superman (1978)","Action|Adventure|Sci-Fi",NA,"Superman"
2641,"Superman II (1980)","Action|Sci-Fi",NA,"Superman II"
2642,"Superman III (1983)","Action|Adventure|Sci-Fi",NA,"Superman III"
2643,"Superman IV: The Quest for Peace (1987)","Action|Adventure|Sci-Fi",NA,"Superman IV: The Quest for Peace"
2648,"Frankenstein (1931)","Drama|Horror|Sci-Fi",NA,"Frankenstein"
2657,"Rocky Horror Picture Show, The (1975)","Comedy|Horror|Musical|Sci-Fi",NA,"Rocky Horror Picture Show, The"
2662,"War of the Worlds, The (1953)","Action|Drama|Sci-Fi",NA,"War of the Worlds, The"
